asset_uid,asset_code,asset_name,asset_type,category,configuration_details,quantity,rate,warranty_end_date,warranty_end_year,purchase_date,po_invoice_bill_no,po_invoice_bill_path,tagname_hostname,serial_number,vendor_name,assigned_to,asset_location,status,remarks,source_sheet,source_row,duplicate_warning,live_sync_status,live_hostname,live_machine_id,live_last_seen
HW-6542A0F81C,,LAPTOP,LAPTOP,LAPTOP,Rizen3,1,,,,,,,SSM5_Laptop,CEDU0F5,,Ankit,Laptop Detail,Working,,Laptop Detail,11,,not_checked,,,
HW-CB8DD28EDA,,LAPTOP,LAPTOP,LAPTOP,i5 12 - 8 GB RAM - 500 GB SSD - windows 11 pro LIC,1,,,,,,,-,5SDODKP,PW,Akshay,Laptop Detail,Working,,Laptop Detail,12,,not_checked,,,
HW-E986F67400,,LAPTOP,LAPTOP,LAPTOP,i5 12 - 8 GB RAM - 500 GB SSD - windows 11 pro LIC,1,,,,,,,HR01_Laptop_Ayushi,6PRBCOS,PW,Ayushi HR,Laptop Detail,Working,,Laptop Detail,13,,not_checked,,,
HW-F3C53A21DC,,LAPTOP,LAPTOP,LAPTOP,ultr i9 -64GBRAM- 2 TB SSD - NVDI RTX 4080 - windows 10 Pro LOC,1,,,,,,,EDITOR2_LAPTOP_VEER,BE0C1D4,,veer,Laptop Detail,Working,,Laptop Detail,14,,not_checked,,,
HW-31EC2B170C,,LAPTOP,LAPTOP,LAPTOP,AMD Radeon(TM) 610M + NVIDIA GeForce RTX 5070 Laptop GPU,1,,,,,,,EDITOR4_LAPTOP_JATIN,11,,Jatin,Laptop Detail,Working,,Laptop Detail,15,,not_checked,,,
HW-ACB5F110E1,,LAPTOP,LAPTOP,LAPTOP,i5 12 - 16 GB RAM - 500 GB SSD - 4 GB NVDI Graphic - windows 11 pro LiC,1,,,,,,,CONTENT2_LAPTOP_POOJA,C5B206,PW,Pooja,Laptop Detail,Working,,Laptop Detail,16,,not_checked,,,
HW-A2F3913B3E,,LAPTOP,LAPTOP,LAPTOP,i5 13th Gen - 16 GB RAM - 500 GB SSD - 4 GB NVDI Graphic - windows 11 pro LIC,1,,,,,,,CONTENT3_PC_VIVEK,BFEBFBFF000B06A2,,Vivek,Laptop Detail,Working,,Laptop Detail,17,,not_checked,,,
HW-0D813680DB,,LAPTOP,LAPTOP,LAPTOP,i5 13 - 16 GB RAM - 500 GB SSD - 4 GB NVDI Graphic - windows 11 pro LIC,1,,,,,,,CONTENT4_LAPTOP_SHWETA,14,,Shweta,Laptop Detail,Working,,Laptop Detail,18,,not_checked,,,
HW-59B1CEDA2F,,LAPTOP,LAPTOP,LAPTOP,i7 12 Gen - 16 GB RAM -500 GB SSD - 4 GB NVDI Graphic card -Windows 11 Pro LIC,1,,,,,,,CONTENT5_LAPTOP_SAHIL,BE0C0E3,PW,Shail Uike,Laptop Detail,Working,,Laptop Detail,19,,not_checked,,,
HW-D925A7A56E,,LAPTOP,LAPTOP,LAPTOP,i5 12 - 8 GB RAM - 500 GB SSD - windows 11 pro LIC,1,,,,,,,Support_TL1,CK5FHJD,PW,Harshita,Laptop Detail,Working,,Laptop Detail,20,,not_checked,,,
HW-BF4BEAA052,,LAPTOP,LAPTOP,LAPTOP,i5 12 - 8 GB RAM - 500 GB SSD - windows 11 pro LIC,1,,,,,,,Content,BE0C0g5,,Content,Laptop Detail,Working,,Laptop Detail,21,duplicate merged from Laptop Detail row 22,not_checked,,,
HW-03B32C2297,,LAPTOP,LAPTOP,LAPTOP,i5 12 - 16 GB RAM - 500 GB SSD - 4 GB NVDI Graphic - windows 11 pro LIC,1,,,,,,,-,19,,Indore,Laptop Detail,Working,,Laptop Detail,23,,not_checked,,,
HW-27E7FD32A3,,LAPTOP,LAPTOP,LAPTOP,i5 12 - 16 GB RAM - 500 GB SSD - 4 GB NVDI Graphic - windows 11 pro LiC,1,,,,,,,-,C5B289,PW,Suyash,Laptop Detail,Working,,Laptop Detail,24,,not_checked,,,
HW-126DCAD243,,LAPTOP,LAPTOP,LAPTOP,i7 12 Gen - 16 GB RAM -500 GB SSD - 4 GB NVDI Graphic card -Windows 11 Pro LIC,1,,,,,,,-,BE0C0E3,PW,Bhawani,Laptop Detail,Working,,Laptop Detail,25,,not_checked,,,
HW-8DF29A8762,,LAPTOP,LAPTOP,LAPTOP,-,1,,,,,,,-,-,-,Vinti,Laptop Detail,-,,Laptop Detail,26,,not_checked,,,
HW-8DF29A8762,,LAPTOP,LAPTOP,LAPTOP,-,1,,,,,,,-,-,-,Digraj sir,Laptop Detail,-,,Laptop Detail,27,,not_checked,,,
HW-8DF29A8762,,LAPTOP,LAPTOP,LAPTOP,-,1,,,,,,,-,-,-,Digraj sir,Laptop Detail,-,,Laptop Detail,28,,not_checked,,,
HW-8DF29A8762,,LAPTOP,LAPTOP,LAPTOP,-,1,,,,,,,-,-,-,Digraj sir,Laptop Detail,-,,Laptop Detail,29,,not_checked,,,
HW-8DF29A8762,,LAPTOP,LAPTOP,LAPTOP,-,1,,,,,,,-,-,-,Digraj sir,Laptop Detail,-,,Laptop Detail,30,,not_checked,,,
HW-C093B430B2,,Moniter Information,Moniter Information,Moniter Information,,1,,,,,,,,,,,Laptop Detail,,,Laptop Detail,34,,not_checked,,,
HW-C8E631B641,,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,ETBBS00964019,1,,,,,,,DESIGNER1_HARSHINI_LAPTOP,Working,,Harshini,Laptop Detail,PW Vendor,,Laptop Detail,37,,not_checked,,,
HW-E3E6E24B42,,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,ETN7S02178019,1,,,,,,,DESIGNER3_LAPTOP_BHAVESH,Working,,Bhavesh,Laptop Detail,PW Vendor,,Laptop Detail,38,,not_checked,,,
HW-F772265F4D,,"Samsung 32""","Samsung 32""","Samsung 32""",0E5KHNTY900196R,1,,,,,,,Server Moniter,Working,,Sagar,Laptop Detail,PW Vendor,,Laptop Detail,39,,not_checked,,,
HW-AAD58752DD,,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,ETN7S02461019,1,,,,,,,EDITOR2_Laptop_Veer,Working,,Veer,Laptop Detail,PW Vendor,,Laptop Detail,40,,not_checked,,,
HW-CE3610AB58,,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,ETK6S00467019,1,,,,,,,EDITOR4_LAPTOP_JATIN,Working,,Jatin,Laptop Detail,PW Vendor,,Laptop Detail,41,,not_checked,,,
HW-2BF74B65B7,,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,ETN7S02180019,1,,,,,,,CONTENT2_LAPTOP_POOJA,Working,,Pooja,Laptop Detail,PW Vendor,,Laptop Detail,42,,not_checked,,,
HW-15FFB6A689,,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,ETN7S02370019,1,,,,,,,CONTENT3_PC_VIVEK,Working,,Vivek,Laptop Detail,PW Vendor,,Laptop Detail,43,,not_checked,,,
HW-46F01A027B,,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,ETK6S00253019,1,,,,,,,CONTENT4_LAPTOP_SHWETA,Working,,Shweta,Laptop Detail,PW Vendor,,Laptop Detail,44,,not_checked,,,
HW-CBF96B3B0A,,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,32'' 4k moniter for laptop display,ETRAR00173019,1,,,,,,,CONTENT5_LAPTOP_SAHIL,Working,,Sahil,Laptop Detail,PW Vendor,,Laptop Detail,45,,not_checked,,,
HW-0307A3489C,,"i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os , keyboard , Mouse , Headphone","i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os , keyboard , Mouse , Headphone","i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os , keyboard , Mouse , Headphone",,1,,,,,,,SSM1_PC,BFEBFBFF000906EB,PW Vendor,-,Working Hall,Working,,Hall Details,5,,not_checked,,,
HW-80339AB3D0,,"i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os , keyboard , Mouse , Headphone","i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os , keyboard , Mouse , Headphone","i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os , keyboard , Mouse , Headphone",,1,,,,,,,SSM2_PC,BFEBFBFF000906EB,PW Vendor,-,Working Hall,Working,,Hall Details,6,,not_checked,,,
HW-86110A329D,,"i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os , keyboard , Mouse , Headphone","i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os , keyboard , Mouse , Headphone","i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os , keyboard , Mouse , Headphone",,1,,,,,,,SSM3_PC,BFEBFBFF000906EB,PW Vendor,-,Working Hall,Working,,Hall Details,7,,not_checked,,,
HW-5E77A72759,,"Laptop ,Headphone","Laptop ,Headphone","Laptop ,Headphone",,1,,,,,,,YTM1_Laptop_Shivam,NA,PW Vendor,Shivam  sir,Working Hall,Working,,Hall Details,8,,not_checked,,,
HW-CFC3BE2256,,"Personal Laptop , Headphone","Personal Laptop , Headphone","Personal Laptop , Headphone",,1,,,,,,,Priyanka Ma'am,NA,PW Vendor,Priyanka Ma'am,Working Hall,Working,,Hall Details,9,,not_checked,,,
HW-733A2A5921,,"Laptop, Headphone","Laptop, Headphone","Laptop, Headphone",,1,,,,,,,SHIVDEEP_LAPPTOP,NA,PW Vendor,Shivdeep,Working Hall,Working,,Hall Details,10,,not_checked,,,
HW-F83A035835,,"Laptop, Headphone","Laptop, Headphone","Laptop, Headphone",,1,,,,,,,DESIGNER1_HARSHINI_LAPTOP,NA,PW Vendor,Harshini,Working Hall,Working,,Hall Details,11,,not_checked,,,
HW-57F63FF5FE,,"i7-14700K, 64 GB RAM 16 GB Grafics NVDIA 5060RTX 16 GB 2 tb ssd, keyboard , Mouse , Headphone","i7-14700K, 64 GB RAM 16 GB Grafics NVDIA 5060RTX 16 GB 2 tb ssd, keyboard , Mouse , Headphone","i7-14700K, 64 GB RAM 16 GB Grafics NVDIA 5060RTX 16 GB 2 tb ssd, keyboard , Mouse , Headphone",,1,,,,,,,DESIGNER2_PC_PAWAN,MS-7D88,PW Vendor,Pawan,Working Hall,Working,,Hall Details,12,,not_checked,,,
HW-B3D50A1690,,"AMD Radeon(TM) 610M + NVIDIA GeForce RTX 5070 Ti Laptop GPU, 16 GB RAM, 512 GB SSD, Kkeyboard , Mouse ,Headphone","AMD Radeon(TM) 610M + NVIDIA GeForce RTX 5070 Ti Laptop GPU, 16 GB RAM, 512 GB SSD, Kkeyboard , Mouse ,Headphone","AMD Radeon(TM) 610M + NVIDIA GeForce RTX 5070 Ti Laptop GPU, 16 GB RAM, 512 GB SSD, Kkeyboard , Mouse ,Headphone",,1,,,,,,,DESIGNER3_LAPTOP_BHAVESH,178BFBFF00A60F12,PW Vendor,Bhavesh,Working Hall,Working,,Hall Details,13,,not_checked,,,
HW-EFFCB96D4E,,"i5 14 Gen -32GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows","i5 14 Gen -32GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows","i5 14 Gen -32GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows",,1,,,,,,,Server,81GFCN5,PW Vendor,Sagar,Working Hall,Working,,Hall Details,14,,not_checked,,,
HW-4E9535378B,,"i7 12th Gen Intel(R) Core(TM) -12650H (2.30 GHz) 16  GB RAM -512 SSD , Mouse , Headphone","i7 12th Gen Intel(R) Core(TM) -12650H (2.30 GHz) 16  GB RAM -512 SSD , Mouse , Headphone","i7 12th Gen Intel(R) Core(TM) -12650H (2.30 GHz) 16  GB RAM -512 SSD , Mouse , Headphone",,1,,,,,,,IT1_Laptop,K204N0107829,PW Vendor,Sagar,Working Hall,Working,,Hall Details,15,,not_checked,,,
HW-F444007126,,HP ink zet wifi printer scaner,HP ink zet wifi printer scaner,HP ink zet wifi printer scaner,,1,,,,,,,Printer,NA,PW Vendor,Sagar IT Manager,Working Hall,Working,,Hall Details,16,,not_checked,,,
HW-1FB0F8E08E,,"i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os , Keyboard , Mouse , Headphone","i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os , Keyboard , Mouse , Headphone","i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os , Keyboard , Mouse , Headphone",,1,,,,,,,IT2_PC,02239M,PW Vendor,Hariom IT,Working Hall,Working,,Hall Details,17,,not_checked,,,
HW-F9B440EFCA,,"Rizen3 , Headphone","Rizen3 , Headphone","Rizen3 , Headphone",,1,,,,,,,HP,CEDU0F5,PW Vendor,Ankit,Working Hall,Working,,Hall Details,18,,not_checked,,,
HW-F719727871,,"i5 12 - 8 GB RAM - 500 GB SSD - windows 11 pro LIC, Headphone","i5 12 - 8 GB RAM - 500 GB SSD - windows 11 pro LIC, Headphone","i5 12 - 8 GB RAM - 500 GB SSD - windows 11 pro LIC, Headphone",,1,,,,,,,Lenovo,5SDODKP,PW Vendor,Akshay,Working Hall,Working,,Hall Details,19,duplicate merged from Hall Details row 20,not_checked,,,
HW-D6C5CE7609,,Teliphone,Teliphone,Teliphone,,1,,,,,,,Teliphone,NA,PW Vendor,Ayushi HR,Working Hall,Working,,Hall Details,21,,not_checked,,,
HW-4DEC91789A,,"i9-14900K, 64 GB RAM, 2 tb ssd ,16 GB NVDI 5060wi, Keyboard , Mouse , Headphone , Trypod , RGB Light","i9-14900K, 64 GB RAM, 2 tb ssd ,16 GB NVDI 5060wi, Keyboard , Mouse , Headphone , Trypod , RGB Light","i9-14900K, 64 GB RAM, 2 tb ssd ,16 GB NVDI 5060wi, Keyboard , Mouse , Headphone , Trypod , RGB Light",,1,,,,,,,EDITOR1_PC_ROHAN,F166VV9,PW Vendor,Rohan,Working Hall,Working,,Hall Details,22,,not_checked,,,
HW-9069FD90EB,,"ultr i9 -64GBRAM- 2 TB SSD - NVDI RTX 4080 - windows 11 Pro, Keyboard , Mouse , Headphone","ultr i9 -64GBRAM- 2 TB SSD - NVDI RTX 4080 - windows 11 Pro, Keyboard , Mouse , Headphone","ultr i9 -64GBRAM- 2 TB SSD - NVDI RTX 4080 - windows 11 Pro, Keyboard , Mouse , Headphone",,1,,,,,,,EDITOR2_Laptop_Veer,BE0C1D4,PW Vendor,Veer,Working Hall,Working,,Hall Details,23,,not_checked,,,
HW-D478EB1D65,,"Intel(R) Graphics + NVIDIA GeForce RTX 5080 64GBRAM- 2 TB SSD, Keyboard , Mouse, Headphone","Intel(R) Graphics + NVIDIA GeForce RTX 5080 64GBRAM- 2 TB SSD, Keyboard , Mouse, Headphone","Intel(R) Graphics + NVIDIA GeForce RTX 5080 64GBRAM- 2 TB SSD, Keyboard , Mouse, Headphone",,1,,,,,,,EDITOR3_PC_VAIBHAV,BFEBFBFF000C0662,PW Vendor,Vaibhav,Working Hall,Working,,Hall Details,24,,not_checked,,,
HW-9787A55741,,"AMD Radeon(TM) 610M + NVIDIA GeForce RTX 5070 Laptop GPU 64GBRAM- 2 TB SSD, Keyboard , Mouse , Headphone","AMD Radeon(TM) 610M + NVIDIA GeForce RTX 5070 Laptop GPU 64GBRAM- 2 TB SSD, Keyboard , Mouse , Headphone","AMD Radeon(TM) 610M + NVIDIA GeForce RTX 5070 Laptop GPU 64GBRAM- 2 TB SSD, Keyboard , Mouse , Headphone",,1,,,,,,,EDITOR4_LAPTOP_JATIN,178BFBFF00A60F12,PW Vendor,Jatin,Working Hall,Working,,Hall Details,25,,not_checked,,,
HW-362A214F22,,"Intel(R)CoreUltra9285K, 64 GB Ram,16 GB NVDI 5080 1 TB, Keyboard , Mouse , Headphone","Intel(R)CoreUltra9285K, 64 GB Ram,16 GB NVDI 5080 1 TB, Keyboard , Mouse , Headphone","Intel(R)CoreUltra9285K, 64 GB Ram,16 GB NVDI 5080 1 TB, Keyboard , Mouse , Headphone",,1,,,,,,,EDITOR5_PC_ABHISHEK,F166VQ8,PW Vendor,Abhishek,Working Hall,Working,,Hall Details,26,,not_checked,,,
HW-CED1D22168,,"AMD Radeon(TM) Graphics + NVIDIA GeForce RTX 5070 64GBRAM- 2 TB SSD, Keyboard , Mouse , Headphone","AMD Radeon(TM) Graphics + NVIDIA GeForce RTX 5070 64GBRAM- 2 TB SSD, Keyboard , Mouse , Headphone","AMD Radeon(TM) Graphics + NVIDIA GeForce RTX 5070 64GBRAM- 2 TB SSD, Keyboard , Mouse , Headphone",,1,,,,,,,EDITOR6_PC_SONAL,178BFBFF00A60F12,PW Vendor,Sonal,Working Hall,Working,,Hall Details,27,,not_checked,,,
HW-DDB6D95755,,"AMD Radeon(TM) Graphics + NVIDIA GeForce RTX 5070 64GBRAM- 2 TB SSD, Keyboard , Mouse , Headphone","AMD Radeon(TM) Graphics + NVIDIA GeForce RTX 5070 64GBRAM- 2 TB SSD, Keyboard , Mouse , Headphone","AMD Radeon(TM) Graphics + NVIDIA GeForce RTX 5070 64GBRAM- 2 TB SSD, Keyboard , Mouse , Headphone",,1,,,,,,,EDITOR7_PC_PRANSHU,178BFBFF00A60F12,PW Vendor,Pranshu,Working Hall,Working,,Hall Details,28,,not_checked,,,
HW-4997529E32,,i5 12 Gen - 16 GB RAM - 1TB SSD - 8 GB Graphic NVDI RTX 3070- Key board mouse -Windows 11,i5 12 Gen - 16 GB RAM - 1TB SSD - 8 GB Graphic NVDI RTX 3070- Key board mouse -Windows 11,i5 12 Gen - 16 GB RAM - 1TB SSD - 8 GB Graphic NVDI RTX 3070- Key board mouse -Windows 11,,1,,,,,,,CONTENT1_PC_AKSHITA,-,PW Vendor,Akshita,Working Hall,Working,,Hall Details,29,,not_checked,,,
HW-104E615C80,,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI -WIRELESS  Key board mouse -Windows 11 Creck windows,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI -WIRELESS  Key board mouse -Windows 11 Creck windows,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI -WIRELESS  Key board mouse -Windows 11 Creck windows,,1,,,,,,,CONTENT2_LAPTOP_POOJA,K20BUBH,Priyanka mam,Pooja,Working Hall,Working,,Hall Details,30,,not_checked,,,
HW-16B5F3FABB,,i5 12 Gen - 16 GB RAM - 1TB SSD - 8 GB Graphic NVDI RTX 3070- Key board mouse -Windows 11 windows,i5 12 Gen - 16 GB RAM - 1TB SSD - 8 GB Graphic NVDI RTX 3070- Key board mouse -Windows 11 windows,i5 12 Gen - 16 GB RAM - 1TB SSD - 8 GB Graphic NVDI RTX 3070- Key board mouse -Windows 11 windows,,1,,,,,,,CONTENT3_PC_VIVEK,MS7K56,PW Vendor,Vivek,Working Hall,Working,,Hall Details,31,,not_checked,,,
HW-75011F0B84,,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI - Key board mouse -Windows 11 Creck windows,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI - Key board mouse -Windows 11 Creck windows,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI - Key board mouse -Windows 11 Creck windows,,1,,,,,,,CONTENT4_LAPTOP_SHWETA,T86V4DL,Priyanka mam,Shweta,Working Hall,Working,,Hall Details,32,,not_checked,,,
HW-31CD5E164F,,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI - Key board mouse -Windows 11 Creck windows,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI - Key board mouse -Windows 11 Creck windows,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI - Key board mouse -Windows 11 Creck windows,,1,,,,,,,CONTENT5_LAPTOP_SAHIL,BFEBFBFF000906A3,Priyanka mam,Sahil,Working Hall,Working,,Hall Details,33,,not_checked,,,
HW-250D68C72E,,"i5 12th Gen Intel(R) Core(TM) -12400F 16 GB RAM - 1TB SSD - 2 GB Graphic NVD - Keyboard , Mouse , Headphone","i5 12th Gen Intel(R) Core(TM) -12400F 16 GB RAM - 1TB SSD - 2 GB Graphic NVD - Keyboard , Mouse , Headphone","i5 12th Gen Intel(R) Core(TM) -12400F 16 GB RAM - 1TB SSD - 2 GB Graphic NVD - Keyboard , Mouse , Headphone",,1,,,,,,,CONTENT6_PC_LAKSHYA,BFEBFBFF00090675,Priyanka mam,Lakshya,Working Hall,Working,,Hall Details,34,,not_checked,,,
HW-6B25E0A92D,,"i5 12th Gen Intel(R) Core(TM) -12400F 16 GB RAM - 512 SSD - 2 GB Graphic NVD - Keyboard , Mouse , Headphone","i5 12th Gen Intel(R) Core(TM) -12400F 16 GB RAM - 512 SSD - 2 GB Graphic NVD - Keyboard , Mouse , Headphone","i5 12th Gen Intel(R) Core(TM) -12400F 16 GB RAM - 512 SSD - 2 GB Graphic NVD - Keyboard , Mouse , Headphone",,1,,,,,,,CONTENT7_PC_RAJVEER,BFEBFBFF00090675,Priyanka mam,Rajveer,Working Hall,Working,,Hall Details,35,,not_checked,,,
HW-3DEF6438B0,,i5 12 Gen - 16 GB RAM - 1TB SSD - 4 GB Graphic NVDI - Key board mouse -Windows 11 genuan windows,i5 12 Gen - 16 GB RAM - 1TB SSD - 4 GB Graphic NVDI - Key board mouse -Windows 11 genuan windows,i5 12 Gen - 16 GB RAM - 1TB SSD - 4 GB Graphic NVDI - Key board mouse -Windows 11 genuan windows,,1,,,,,,,CONTENT8_PC_VISHNUPRIYRA,L8LEVAD,PW Vendor,Vishnupriya,Working Hall,Working,,Hall Details,36,,not_checked,,,
HW-00048194C1,,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI - Key board mouse -Windows 11 Creck windows,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI - Key board mouse -Windows 11 Creck windows,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI - Key board mouse -Windows 11 Creck windows,,1,,,,,,,CONTENT9_PC_KAVITA,MS7D48,Priyanka mam,Kavita,Working Hall,Working,,Hall Details,37,,not_checked,,,
HW-6E3983E2D0,,"i5 12 - 8 GB RAM - 500 GB SSD - windows 11 pro LIC, Headphone","i5 12 - 8 GB RAM - 500 GB SSD - windows 11 pro LIC, Headphone","i5 12 - 8 GB RAM - 500 GB SSD - windows 11 pro LIC, Headphone",,1,,,,,,,Support_TL1,CK5FHJD,PW,Harshita LAPTOP,Working Hall,Working,,Hall Details,38,,not_checked,,,
HW-9FF873F421,,Moniter Information,Moniter Information,Moniter Information,,1,,,,,,,,,,,Hall Details,,,Hall Details,44,,not_checked,,,
HW-AEDBF4199F,,Samsung 21'',Samsung 21'',Samsung 21'',,1,,,,,,,SSM1_PC,0WLZHNAY306805Y,PW,-,Working Hall,Working,,Hall Details,47,,not_checked,,,
HW-063A358531,,Samsung 21'',Samsung 21'',Samsung 21'',,1,,,,,,,SSM2_PC,PB9H185C04634,PW,-,Working Hall,Working,,Hall Details,48,,not_checked,,,
HW-8263911285,,Samsung 21'',Samsung 21'',Samsung 21'',,1,,,,,,,SSM3_PC,0WPKHNAY405807N,PW,-,Working Hall,Working,,Hall Details,49,,not_checked,,,
HW-C2EC650962,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,DESIGNER1_HARSHINI_LAPTOP,ETBBS00964019,PW,Harshini,Working Hall,Working,,Hall Details,50,,not_checked,,,
HW-24B6B4A244,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,DESIGNER2_PC_PAWAN,ET86R05204019,PW,Pawan,Working Hall,Working,,Hall Details,51,,not_checked,,,
HW-FBD8E86575,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,DESIGNER3_LAPTOP_BHAVESH,ETN7S02178019,PW,Bhavesh,Working Hall,Working,,Hall Details,52,,not_checked,,,
HW-174ECD076D,,"Samsung 32""","Samsung 32""","Samsung 32""",,1,,,,,,,Server,0E5KHNTY900196R,PW,Sagar IT Manager,Working Hall,Working,,Hall Details,53,,not_checked,,,
HW-BE17066A02,,MSI 21'',MSI 21'',MSI 21'',,1,,,,,,,IT2_PC,PB9H185C04492,PW,Hariom IT,Working Hall,Working,,Hall Details,54,,not_checked,,,
HW-28E3DA1363,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,EDITOR1_PC_ROHAN,PD3205U,PW,Rohan,Working Hall,Working,,Hall Details,55,,not_checked,,,
HW-E49A61E91F,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,EDITOR2_Laptop_Veer,ETN7S02461019,PW,Veer,Working Hall,Working,,Hall Details,56,,not_checked,,,
HW-66CD8A3554,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,EDITOR3_PC_VAIBHAV,ETK6S00292019,PW,Vaibhav,Working Hall,Working,,Hall Details,57,,not_checked,,,
HW-3C2FF1B67B,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,EDITOR4_LAPTOP_JATIN,ETK6S00467019,PW,Jatin,Working Hall,Working,,Hall Details,58,,not_checked,,,
HW-7B7F082619,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,EDITOR5_PC_ABHISHEK,ETN7S02504019,PW,Abhishek,Working Hall,Working,,Hall Details,59,,not_checked,,,
HW-62F5BF6799,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,EDITOR6_PC_SONAL,ET86R05178019,PW,Sonal,Working Hall,Working,,Hall Details,60,,not_checked,,,
HW-F3D7B68681,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,EDITOR7_PC_PRANSHU,ETD1S00849019,PW,Pranshu,Working Hall,Working,,Hall Details,61,,not_checked,,,
HW-829D3AC2B3,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,CONTENT1_PC_AKSHITA,ETB7R00047019,PW,Akshita,Working Hall,Working,,Hall Details,62,,not_checked,,,
HW-C3BD9CF307,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,CONTENT2_LAPTOP_POOJA,ETN7S02180019,PW,Pooja,Working Hall,Working,,Hall Details,63,,not_checked,,,
HW-993AAC2C0E,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,CONTENT3_PC_VIVEK,ETN7S02370019,PW,Vivek,Working Hall,Working,,Hall Details,64,,not_checked,,,
HW-4221134C3C,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,CONTENT4_LAPTOP_SHWETA,ETK6S00253019,PW,Shweta,Working Hall,Working,,Hall Details,65,,not_checked,,,
